1 -1 0.9299915285498173 1 0.3369486357756726 -1 0.06923553888174716 1 -0.34288011180782463 1 0.0 -1 0.0 1 0.20617434381781052 1 -0.04100259118605054 -1 -0.26925107513457536 -1 -0.4448145698350947 -1 -0.2922761382509478 1 -0.7705464222066294 1 -0.07075780264548603 1 -0.35570053231780063 1 0.6418308936343238 1 -0.12060201128568337
2 -1 0.9239915285498173 1 0.3549486357756726 -1 0.03923553888174716 1 -0.34888011180782463 1 0.0 -1 0.0 1 0.22017434381781054 1 -0.06700259118605054 -1 -0.26725107513457536 -1 -0.4348145698350947 -1 -0.2862761382509478 1 -0.7645464222066294 1 -0.06075780264548603 1 -0.3337005323178006 1 0.6398308936343238 1 -0.12260201128568338
3 -1 0.9179915285498172 1 0.3729486357756726 -1 0.009235538881747163 1 -0.35888011180782464 1 0.0 -1 0.0 1 0.23417434381781055 1 -0.08900259118605053 -1 -0.26525107513457535 -1 -0.4248145698350947 -1 -0.28027613825094777 1 -0.7585464222066294 1 -0.054757802645486034 1 -0.3077005323178006 1 0.6378308936343238 1 -0.12460201128568338
4 -1 0.9119915285498172 1 0.3909486357756726 -1 -0.020764461118252836 1 -0.36888011180782465 1 0.0 -1 0.0 1 0.24817434381781056 1 -0.11100259118605052 -1 -0.26325107513457535 -1 -0.4148145698350947 -1 -0.27427613825094777 1 -0.7525464222066294 1 -0.048757802645486036 1 -0.28170053231780057 1 0.6358308936343238 1 -0.12660201128568338
5 -1 0.9059915285498172 1 0.40894863577567264 -1 -0.050764461118252835 1 -0.37888011180782466 1 0.0 -1 0.0 1 0.2621743438178106 1 -0.1330025911860505 -1 -0.26125107513457535 -1 -0.4048145698350947 -1 -0.26827613825094776 1 -0.7465464222066294 1 -0.04275780264548604 1 -0.25570053231780054 1 0.6338308936343238 1 -0.12860201128568338
6 -1 0.8999915285498172 1 0.42694863577567266 -1 -0.07676446111825283 1 -0.38888011180782467 1 0.0 -1 0.0 1 0.2761743438178106 1 -0.1350025911860505 -1 -0.25525107513457534 -1 -0.39481456983509466 -1 -0.25827613825094775 1 -0.7405464222066294 1 -0.040757802645486035 1 -0.23770053231780053 1 0.6318308936343238 1 -0.15060201128568337
7 -1 0.8939915285498172 1 0.4449486357756727 -1 -0.10276446111825283 1 -0.3988801118078247 1 0.0 -1 0.0 1 0.2901743438178106 1 -0.1570025911860505 -1 -0.24925107513457534 -1 -0.38481456983509466 -1 -0.24827613825094774 1 -0.7345464222066294 1 -0.038757802645486034 1 -0.2197005323178005 1 0.6298308936343238 1 -0.15260201128568338
8 -1 0.8879915285498172 1 0.4629486357756727 -1 -0.12876446111825282 1 -0.4128801118078247 1 0.0 -1 0.0 1 0.3041743438178106 1 -0.1590025911860505 -1 -0.23925107513457533 -1 -0.37081456983509464 -1 -0.24227613825094774 1 -0.7285464222066294 1 -0.03675780264548603 1 -0.2017005323178005 1 0.6278308936343238 1 -0.17460201128568337
9 -1 0.8819915285498172 1 0.4809486357756727 -1 -0.15476446111825282 1 -0.4268801118078247 1 0.0 -1 0.0 1 0.3181743438178106 1 -0.1810025911860505 -1 -0.23325107513457533 -1 -0.35681456983509463 -1 -0.23227613825094773 1 -0.7225464222066293 1 -0.03475780264548603 1 -0.18370053231780048 1 0.6258308936343238 1 -0.17660201128568337
10 -1 0.8759915285498172 1 0.4989486357756727 -1 -0.1807644611182528 1 -0.4408801118078247 1 0.0 -1 0.0 1 0.33217434381781064 1 -0.1830025911860505 -1 -0.22325107513457532 -1 -0.3428145698350946 -1 -0.22627613825094772 1 -0.7165464222066293 1 -0.03275780264548603 1 -0.16570053231780046 1 0.6238308936343238 1 -0.19860201128568336
11 -1 0.8699915285498172 1 0.5169486357756727 -1 -0.2027644611182528 1 -0.4548801118078247 1 0.0 -1 0.0 1 0.34617434381781065 1 -0.20100259118605052 -1 -0.2172510751345753 -1 -0.3288145698350946 -1 -0.2162761382509477 1 -0.7105464222066293 1 -0.030757802645486026 1 -0.15970053231780046 1 0.6218308936343238 1 -0.19660201128568336
12 -1 0.8639915285498172 1 0.5349486357756728 -1 -0.21676446111825282 1 -0.46888011180782474 1 0.0 -1 0.0 1 0.36017434381781066 1 -0.20300259118605052 -1 -0.2072510751345753 -1 -0.3148145698350946 -1 -0.2102761382509477 1 -0.7045464222066293 1 -0.028757802645486025 1 -0.15370053231780045 1 0.6198308936343238 1 -0.21860201128568335
